,word,x,y
1950,beribu,0.08016758,-0.4068807
1951,ribu,0.5716787,1.6857092
1952,laksa,0.9051527,0.25515714
1953,buahmupun,0.7116901,-0.8361249
1954,dayangnya,0.5423746,-0.10678022
1955,mengendarai,0.019791756,0.4584656
1956,Ishakpun,0.032827377,-0.004424069
1957,Siapakah,-1.04161,-1.4151227
1958,diceriterakanlah,0.8255201,0.2656497
1959,bundanya,0.5438385,-0.5199258
1960,terhibur,0.28954393,-0.29235142
1961,kematian,-1.690817,-0.23989294
1962,beristerikan,0.11090486,-0.7617801
1963,Ketura,-0.23857054,-0.13955997
1964,Yoksan,-0.0043898993,-0.38114488
1965,Medan,1.7349638,0.2722645
1966,Midian,-0.4519488,0.4767567
1967,Suah,0.7006567,1.2009581
1968,Efa,-0.38436434,-0.4886945
1969,Hanokh,-0.41153556,0.46579006
1970,Abida,-0.13344607,-0.3908482
1971,Eldaa,0.76484513,-1.6055454
1972,diperoleh,-0.7332681,1.6161648
1973,gundik,-0.506556,-0.05416315
1974,hadiah,-0.67969435,-0.331034
1975,lama,0.8068324,-1.567353
1976,sepuas,-0.2408029,-0.13700476
1977,puas,-0.7046796,1.195243
1978,dihimpunkan,1.0055997,-0.5978319
1979,dikuburkannya,-0.7279109,-0.20027405
1980,sejarahnya,-0.2232539,-1.7559985
1981,Nebayot,0.29898253,0.40824777
1982,Kedar,0.46307176,-0.35052612
1983,Adbeel,0.22339402,-1.3414758
1984,Mibsam,0.057528123,-0.54969925
1985,Misma,0.7078952,0.6686713
1986,Duma,1.1267014,-1.4268243
1987,Masa,0.029376175,-0.006836715
1988,Hadar,0.34431702,-0.17691186
1989,Tema,0.47245616,1.6261822
1990,Yetur,0.5677642,0.7379039
1991,Nafis,1.3434426,0.9076299
1992,Kedma,0.029528497,-1.2023134
1993,kedudukannya,0.30095753,0.15509126
1994,diperisterikannya,-1.1987002,-1.1780596
1995,Padan,0.016520567,0.13759424
1996,memohon,0.37462002,-0.6773395
1997,permintaannya,-0.25643843,-0.55857795
1998,isterinyapun,0.20182745,0.73187125
1999,kandungannya,0.19274904,0.116814464
2000,halku,0.017242368,0.13992123
2001,betapakah,-0.35307986,-1.0901923
2002,perinya,-0.8762083,0.9117734
2003,kandunganmu,-0.0059493473,0.85467845
2004,berlainan,-1.3233131,-1.0591373
2005,rahimmu,-0.45464134,0.4658176
2006,kuat,0.82212794,-1.5519762
2007,satunya,-1.680235,-0.16252571
2008,diperhamba,-0.011659258,0.36121216
2009,genaplah,-0.1396141,-0.031316906
2010,bersalin,0.35773298,0.38852227
2011,kembar,0.8667157,0.32049045
2012,rahimnya,-1.3304363,-1.0563661
2013,merah,1.5135696,-0.14614047
2014,warnanya,0.3641729,0.38795692
2015,berbulu,-1.2439495,1.268125
2016,Esaf,0.6485541,-0.41275916
2017,memegang,0.06711154,-0.04142505
2018,tumit,0.043988682,0.8427494
2019,Yakub,1.1101449,0.20861162
2020,pandai,-0.53520447,1.6897559
2021,berburu,0.73733324,-0.35269392
2022,pendiam,-1.0049031,0.8013732
2023,dikasihi,-0.1669893,-1.7538742
2024,suka,0.7340877,-0.35352656
2025,perburuannya,-1.6771656,0.12961948
2026,mengasihi,0.73004705,1.0891113
2027,merebus,1.6869358,-0.71600527
2028,rebusan,0.6565941,0.6151646
2029,lelahnya,1.6483936,0.71920943
2030,lelah,1.5091096,-0.11122508
2031,Edom,0.01650458,-0.021096101
2032,hak,0.029278692,0.8390128
2033,kesulunganmu,-0.7240095,-0.16069417
2034,selalu,0.4126706,0.1447956
2035,maut,0.29400757,-1.1977644
2036,entah,-1.497465,-0.8471135
2037,gunanya,1.4091053,-0.29090816
2038,kesulungan,1.7163525,0.4619113
2039,Bersumpahlah,-0.31918597,0.058069732
2040,dijualkannya,0.029333325,-0.008482198
2041,kacang,0.09457896,-0.50136346
2042,dihinakan,1.4171102,-0.3385799
2043,kesulungannya,-0.24486634,-0.107910685
2044,j,0.77356845,-1.5959296
2045,O,-0.26239505,0.6735104
2046,Kukatakan,0.7308112,-0.82678086
2047,menyertai,0.39510983,1.1540558
2048,Kuberi,0.103041194,1.2695073
2049,menetapkan,-1.2390461,0.2538958
2050,sumpah,0.7756804,-1.5950772
2051,syarat,0.19354025,0.7776448
2052,pesan,1.7103091,0.5193621
2053,syariat,0.08205696,-0.5254614
2054,hukum,0.8901981,-0.9269176
2055,G,0.062103644,0.13361372
2056,era,-0.8790913,0.92148334
2057,ditanya,-0.05637343,-0.12556405
2058,tingkapnya,0.71369827,-0.8004221
2059,bergurau,-1.2209004,-1.1564765
2060,dipanggillah,0.12595744,-0.7737861
2061,barangkali,-1.390604,0.38738427
2062,Betapa,-0.018553764,-0.7608371
2063,Mudah,-0.22087303,-1.1956133
2064,Abimelekhpun,-0.77521986,0.3744559
2065,titah,-0.32804683,0.6844028
2066,menyentuh,0.07610202,0.12648739
2067,setahun,0.20490275,0.7146422
2068,tersangat,1.428039,0.16582718
2069,perolehan,-0.8297729,0.26261052
2070,sahayapun,-0.8634963,-0.73087025
2071,dengkilah,1.775501,0.11840701
2072,digali,1.172587,1.1780871
2073,Lalulah,0.17121872,-1.342221
2074,lembah,-0.1978407,0.7223587
2075,sementara,0.28480873,-0.28033575
2076,berbantahlah,-0.45428768,1.7110739
2077,dinamainyalah,-1.2993587,-1.090039
2078,Esek,1.3322914,-1.2376331
2079,digalinya,-1.0294299,-1.0341799
2080,sebabnya,1.2064612,-0.79070413
2081,Sitna,0.92362416,0.25940013
2082,keluasan,-0.71159077,-0.24942869
2083,dibangunkan,-1.1731818,-1.2118309
2084,Ahuzat,0.38949573,-0.925565
2085,sahabatnya,-1.6617057,-0.09111961
2086,benci,0.33527178,0.393784
2087,nyata,-1.1687757,0.38275167
2088,kamipun,0.38141632,-0.35972092
2089,suatupun,0.05003687,-0.551815
2090,perbuat,0.24186108,1.0305308
2091,Kami,0.046410747,-1.2799606e-05
2092,Beeri,1.0977372,-0.92971057
2093,Basyemat,0.33834004,-0.047286034
2094,Elon,0.33688214,-0.15447637
2095,dukacita,1.3409637,-0.3574663
2096,kaburlah,-0.3366581,0.6528166
2097,nampak,-0.022400737,0.045883782
2098,ajalku,1.6735401,0.613397
2099,panahmu,1.063904,-0.17204005
2100,perburuan,-1.6632705,-0.08662276
2101,perbuatkanlah,-1.4948114,-0.84953004
2102,kegemaranku,0.08233372,-0.41339016
2103,kuberkati,0.7663083,0.5827904
2104,matiku,0.6077367,0.68933034
2105,Esafpun,0.34119165,-0.0044922144
2106,kupesan,-0.62383044,1.2413826
2107,Pergilah,0.6672149,-0.39058542
2108,ambilkanlah,0.37308258,0.6044125
2109,kegemarannya,0.81369776,0.31221548
2110,matinya,0.33826083,-0.012094285
2111,abangku,0.017120274,0.14029443
2112,kulitnya,0.29950696,0.38752422
2113,licin,1.7986113,-0.19580007
2114,kulitku,-0.70121056,0.08600961
2115,diraba,0.4202791,-0.35292107
2116,pemandangannya,-0.34529454,0.31554234
2117,penipu,1.1011846,-0.7313261
2118,diriku,0.2410411,1.1948907
2119,Pulanglah,0.3508909,0.37221897
2120,diperbuatkanlah,-0.763239,-1.2732103
2121,kegemaran,-1.6816454,-0.4308967
2122,pakaian,0.6537657,1.2255807
2123,dikenakannyalah,-0.6793525,-0.014405622
2124,batang,1.3175737,-1.2529093
2125,lehernya,-1.0681792,-1.3607504
2126,disalutkannya,1.7918634,-0.08495042
2127,diperbuatkannya,-0.91417754,-1.4910707
2128,dipertemukan,-0.868167,-1.3994684
2129,Aliahmu,-0.2600686,0.8905131
2130,sungguh,0.4627811,-0.3459076
2131,Suara,-1.6634778,-0.07813948
2132,dikenalnya,0.030885642,-0.0056144902
2133,abangnya,-0.7229351,1.2004737
2134,diberkatinyalah,0.029093508,-0.0074113416
2135,perburuhan,-0.013382894,-0.0048185578
2136,dihampirkannyalah,0.29000524,-0.30540308
2137,diminumnya,0.03506199,-0.0049203793
2138,ciumlah,1.2993602,-0.49987194
2139,diciumnyalah,-0.8093282,-0.84125555
2140,dicium,-0.40619808,0.44451532
2141,harum,-0.23185419,-0.55919766
2142,bau,1.2469828,0.35495326
2143,pakaiannya,0.022415414,-0.01612347
2144,atasmu,1.4018303,0.98249394
2145,embun,0.060705177,-0.54795295
2146,kegemukan,1.7401605,0.27076134
2147,gandum,0.10028225,1.7148848
2148,ibumu,0.025052598,-0.010605704
2149,kutuklah,-0.2390526,-0.13926448
2150,berkatlah,-0.37005612,0.068730205
2151,baharu,-0.19794033,-1.2791877
2152,undur,0.08085133,1.7343613
2153,gemetarlah,-1.1851698,-1.1860996
2154,memburu,0.9279702,-1.4632725
2155,datangmu,-0.22461303,0.22432172
2156,keberkatan,-1.019017,-1.1052667
2157,menangislah,0.86671644,0.3204829
2158,tangis,1.7430383,0.2714001
2159,Berkati,1.1534593,1.1801112
2160,dakupun,0.50134134,0.022357447
2161,Adikmu,-0.5035224,-1.0261041
2162,tipu,0.7546523,-0.7842704
2163,berkatmu,0.41969636,1.1229033
2164,direbutnya,-0.30800512,0.6758502
2165,kesulunganku,0.9937657,-0.6725205
2166,Tiadalah,0.1665569,-0.1347401
2167,taruh,-0.38978526,0.07032001
2168,kuangkat,0.14777343,-0.39319995
2169,kubantu,0.09139341,-1.6861014
2170,Berkatilah,-1.0476551,-0.39929816
2171,kedudukanmu,-0.79939085,1.5847651
2172,pedangmu,0.07205166,-0.45365697
2173,menggagahi,1.5401171,0.83196026
2174,membuangkan,-0.022753187,0.033555705
2175,kuknya,0.83268374,0.49276313
2176,tengkukmu,0.86672044,1.5316654
2177,bencilah,-0.8704048,0.91676825
2178,perkabungan,0.8180153,0.53388506
2179,diberitahu,-0.8379242,-0.8116235
2180,disuruhnyalah,0.1901369,0.77270174
2181,abangmu,0.37311912,-0.6810676
2182,halmu,0.726416,-0.35103652
2183,padamlah,-0.5081524,0.032086678
2184,amarah,0.3417317,-0.03646053
2185,terlupalah,-0.104455896,-0.7509498
2186,menyuruh,0.012980986,1.6977149
2187,memanggil,0.82731,0.26493442
2188,kehilangan,0.46288964,-0.3516263
2189,jemulah,1.4420346,0.1288808
2190,Yakubpun,-0.88449264,0.43291783
2191,hidupku,-1.088185,-0.23567645
2192,dipesannya,-1.6784812,-0.4218738
2193,berbinikan,1.1103083,0.20764723
2194,berkatilah,-0.3462365,0.6516263
2195,diperbanyakkannya,-0.22614038,0.6038713
2196,dikaruniakannya,0.41136643,0.13572843
2197,cucumupun,0.025085695,-0.0031504913
2198,mempusakai,0.35959107,0.39107352
2199,dikaruniakan,0.8081505,0.5603585
2200,dipesankannya,1.4139822,-0.27876547
2201,diturut,-0.23960938,-0.13787946
2202,Mahalat,0.72824293,-0.35078195
2203,bantalnya,-0.16054472,-1.759411
2204,bermimpilah,0.016269656,-0.005970052
2205,tangga,-0.013883199,0.35922226
2206,terdiri,0.84377253,0.48863536
2207,pun,-0.83319014,0.7119963
2208,nenekmu,-1.0650436,-0.29202121
2209,merambak,-0.3152061,-0.9425395
2210,manapun,-0.28802943,0.6590866
2211,memulangkan,-0.30227533,0.67683184
2212,menyampaikan,-0.73313326,-0.17012128
2213,Kujanji,-1.6936756,0.14065467
2214,tidurnya,0.39736813,0.8870956
2215,ketakutanlah,0.83570975,0.26356184
2216,hebatnya,0.46637672,-0.34549716
2217,sorga,1.7044266,-0.67867
2218,bantal,0.40932122,1.6497695
2219,Luz,1.478881,-0.20560609
2220,bernazarlah,-1.7011378,-0.3255263
2221,nazar,0.58788824,-0.11284904
2222,dipakai,1.2502283,-0.2620407
2223,Tuhanlah,-0.27898443,0.23137687
2224,Aliahku,-0.9084389,0.46453014
2225,kudirikan,0.16401216,1.0521477
2226,bait,-0.24362494,1.2872385
2227,mempersembahkan,-1.4507099,-0.89673555
2228,Z,0.85425436,-0.18864553
2229,Masyrik,-1.4060662,0.9450252
2230,berkaparan,1.7755384,0.11833706
2231,sisinya,0.3356752,-0.05357038
2232,dikumpulkan,1.0420924,-0.50918645
2233,binatangnya,0.45534214,-0.25894985
2234,diberilah,1.7533315,0.1979691
2235,Kenalkah,-0.463074,1.2282623
2236,kenal,-0.19518906,0.538218
2237,lihat,-0.33315706,0.67130566
2238,Rakhel,1.4154372,-0.33911747
2239,dombanya,-0.31567198,0.6732842
2240,mengumpulkan,0.07532193,-0.45520204
2241,berilah,0.07815665,0.1265565
2242,menggembalakan,-0.3445335,0.31559542
2243,berkumpul,-0.6742592,0.0043148403
2244,semua,0.046389233,-1.3056055e-05
2245,digulingkan,0.51320523,-1.689885
2246,dipeluknya,-1.551654,0.69709927
2247,diciumnya,1.0365866,0.01806705
2248,ihwalnya,-0.41964024,1.7219721
2249,genap,-1.1286812,-1.2337794
2250,adakah,-0.14104304,-1.7555752
2251,cuma,-0.90278935,-1.4624132
2252,upahmu,-0.5897246,-0.31520396
2253,Lea,-0.74660814,-0.13584645
2254,bermata,0.8246914,0.26569685
2255,cantik,0.353823,0.019622443
2256,sikapnya,0.17096539,-0.39067626
2257,birahilah,0.7713267,-0.21710373
2258,tinggallah,0.1726661,-0.39019835
2259,perasaannya,-1.182286,-0.13890526
2260,biniku,1.5811028,0.6127724
2261,hariku,-0.25805438,0.25267535
2262,didudukkan,-0.34907106,0.32760504
2263,dihimpunkanlah,-1.3026879,1.2028741
2264,dihantarkannya,-0.13574532,-0.014800899
2265,Zilpa,-0.16037293,-1.7572464
2266,Dalam,-0.9696544,0.33054373
2267,biasa,-0.7313031,-1.5792422
2268,Sampaikanlah,0.024873951,1.2665315
2269,kaukerjakan,0.3070643,1.0046527
2270,Bilha,0.029169342,-0.0073358123
2271,kasihnya,-1.5101514,-0.8205145
2272,kebencian,-1.0779635,-0.25450438
2273,dibukakannyalah,0.63785124,-0.42218012
2274,Rubin,0.6292891,-0.4116261
2275,kesusahanku,-0.9581029,0.34279212
2276,lakiku,0.01959317,0.13888054
2277,dibenci,-1.4256335,0.9109263
2278,Simeon,0.3306139,-0.057960887
2279,Lewi,0.40154177,-0.35423997
2280,Yehuda,0.68688226,-0.3710362
2281,jj,0.08085318,1.7343485
2282,JV,1.8023785,-0.13823721
2283,cemburuanlah,-1.5993884,0.6096381
2284,Berikan,0.20838858,-1.0417063
2285,Aliahkah,0.7757337,0.58856785
2286,sahayaku,1.5867729,0.60634065
2287,akupun,0.09602534,-0.7650208
2288,dibenarkan,-0.82071036,-0.8394569
2289,diterimanya,0.59179825,-0.11693349
2290,permintaanku,-0.330104,-0.92512506
2291,bergumul,1.0180082,0.341132
2292,pergumulan,-0.25763443,0.89504725
2293,keras,0.19287442,0.117228344
2294,Naftali,0.27401268,-1.7369667
2295,Selamat,0.82731014,0.26494184
2296,Gad,-0.30201516,-1.2156266
2297,Berbahagialah,0.4811515,-0.341114
2298,Asyer,-0.74114347,-0.1391137
2299,memotong,-0.7746808,0.37780455
2300,dudayim,-0.3893491,-0.45361283
2301,Belumkah,1.0344607,0.019671869
2302,Haruslah,-1.6323172,0.5009327
2303,mengupah,1.510067,0.8689981
2304,upahku,0.8865213,1.523449
2305,Isakhar,0.08081767,1.7343636
2306,anugerah,-0.86523736,-0.69842124
2307,Zebulon,0.28183264,0.4082434
2308,Dinah,1.1086783,-0.81795377
2309,doanya,-0.3670601,0.06912481
2310,dihapuskan,1.2325263,-1.3372124
2311,kecelaanku,-1.6896529,0.114238426
2312,Yusuf,1.4747483,-0.21058398
2313,tempatku,1.3382528,-1.2342652
2314,kuperoleh,0.19481324,-0.77030617
2315,kulakukan,0.005906455,0.46410066
2316,Biar,-1.4330347,0.8991222
2317,karenamu,-0.097046904,1.2608868
2318,jadinya,0.35419965,0.0028268215
2319,binatangmu,0.3365321,0.40186608
2320,datangku,0.10284158,-0.7664117
2321,memerintahkannya,-0.25760156,0.89479125
2322,mengerjakan,0.3582802,0.3973567
2323,Satupun,-0.56752855,-0.34458926
2324,usah,-1.5174651,-0.8064941
2325,kauberikan,-0.7201128,-0.22917736
2326,kambingmu,-1.3779699,-0.5564564
2327,berintik,0.18910243,-0.76802635
2328,berbelang,-0.38558692,-0.4576284
2329,perang,0.190123,0.12022772
2330,kebenaranku,0.0076867715,0.8509499
2331,saksi,-1.6936876,0.20780012
2332,memeriksai,0.30282867,-1.1700186
2333,warna,1.7042418,-0.67962384
2334,bercorak,-0.15365057,0.5553844
2335,putih,0.3560108,0.031033084
2336,diserahkannya,0.016655054,0.13845894
2337,dijauhkan,-0.8425566,-0.7994766
2338,jaraknya,1.1133777,1.2326747
2339,ranting,0.38856208,-0.9239379
2340,hawar,-1.1569476,1.3662509
2341,dikupaskannya,-0.5608649,-1.6623676
2342,corak,-0.24254091,1.3179882
2343,putihnya,0.8316278,0.26438233
2344,lopak,0.44193456,0.13516246
2345,berbekak,0.07443519,1.285826
2346,dicampurkannya,0.8129459,0.41572496
2347,seberapa,-0.82252914,0.9847022
2348,diletakkan,-1.1710536,0.3623507
2349,lemah,0.30911636,0.3854565
2350,kekayaan,-0.371768,0.068691276
2351,kemuliaan,1.3173039,1.129014
2352,dipandang,1.5479206,-0.93692815
2353,Telah,-0.7882407,0.1708632
2354,kupandang,-0.9051762,0.45153856
2355,sekuat,-1.60968,-0.6089156
2356,kuatku,0.41038337,1.1254305
2357,menipu,0.34395498,0.37465027
2358,belang,0.01676681,0.13798016
2359,kulihat,1.4566642,-0.992687
2360,mimpiku,-1.405081,-0.95946383
2361,menjantani,1.7978953,-0.2045084
2362,rintik,-0.77537763,0.37879074
2363,sahutku,0.083770044,-0.41976804
2364,mencurahkan,0.065429926,-0.04180159
2365,bernazar,0.22952737,1.6637993
2366,helat,-0.31399357,0.05601647
2367,dijualnya,1.7119644,0.51962566
2368,dinaikkannya,-0.55243826,-1.6656946
2369,bulu,0.42382023,-0.35194606
2370,dicuri,0.7289561,-0.3541882
2371,berhala,-0.70364887,-0.04988809
2372,menyeberang,-0.055829536,-0.12600124
2373,Gilead,-0.71887106,-1.5958208
2374,dikabarkan,0.019745205,0.023935867
2375,sejauh,1.0913309,1.3222984
2376,Ingat,-0.5204753,-0.36595914
2377,denga,0.5424354,-0.10538231
2378,didapatilah,0.06150263,0.13788587
2379,saudaranyapun,0.46066454,-0.34760362
2380,macam,0.21423583,0.7149124
2381,anakkupun,1.5057726,-0.9719907
2382,ditawan,1.8072795,-0.24692662
2383,curi,1.7006645,-0.6811692
2384,sukahati,-1.535398,-0.7738606
2385,nyanyi,1.6763572,-0.7346067
2386,bunyi,-0.8668154,0.9212712
2387,gendang,-0.9957197,-0.39030176
2388,kauberi,-0.30899855,0.7166514
2389,mencium,0.72811705,-0.8315177
2390,bodoh,-0.68327504,-0.0008241362
2391,tadi,0.14910173,-0.39445388
2392,sangatlah,-0.96184874,0.33978376
2393,rindu,1.5082763,-0.9694783
2394,mengapa,0.7353675,-0.8099046
2395,mencuri,0.35355783,0.39310616
2396,berhalaku,-0.45210215,-1.0297714
2397,berhalamu,0.19286007,0.116393775
2398,Selidikilah,0.20397834,0.11516072
2399,mencurinya,1.7981222,-0.39261472
2400,patung,0.028118286,-0.0051662163
2401,dimasukkannya,1.2903814,-0.6650066
2402,pelana,-0.3667987,0.069252744
2403,berlaku,-0.577282,-0.333377
2404,diselidikinya,-1.5465314,-0.7556346
2405,patungnya,-0.24002455,-0.5505487
2406,salahku,0.17587169,0.12346427
2407,mengejar,0.2507754,-0.34455326
2408,raba,-0.8129171,-0.8358271
2409,barangku,-1.6782706,-0.4388253
2410,kaudapat,-1.1495194,-1.2007878
2411,Letakkanlah,0.016717838,-0.32037017
2412,dihukumkan,0.27709278,0.41203326
2413,berdua,1.2997853,-0.45891973
2414,dombamu,-0.023026858,0.03351365
2415,gugur,0.97654384,-0.03159142
2416,Yang,0.38061973,-0.35710454
2417,koyak,0.8395206,1.5441234
2418,kubawa,-0.42370167,-1.7142658
2419,dihanguskan,1.3934122,-1.184328
2420,terik,0.46484527,1.1921521
2421,dirusakkan,0.1667315,-1.1921376
2422,tidurpun,1.4922992,-0.18104395
2423,hilanglah,0.033423927,-0.0044593373
2424,mataku,0.029449973,-0.0052316077
2425,mengubahkan,0.32471696,0.40510508
2426,kehormatan,0.8028459,-1.5734135
2427,hampa,0.9675723,-0.65034187
2428,dukacitaku,-0.8830198,-1.4955573
2429,menegurkan,-0.243543,-1.7542151
2430,Sekarangpun,-1.6954688,-0.2633679
2431,antaraku,-1.5586426,0.6647709
2432,Himpunkanlah,-0.22641546,-1.1843972
2433,timbunan,0.024103519,-0.014692647
2434,menamai,0.8354697,0.2653748
2435,Galed,-1.1211345,-0.051018327
2436,Mizpa,-1.6339301,0.49945658
2437,menunggu,-0.38531905,-0.46090138
2438,menganiayai,-1.6835678,-0.42466292
2439,melangkah,0.6579244,-0.4097915
2440,berniat,0.08980346,0.11641197
2441,dipersembahkanlah,-1.6729653,-0.4524979
2442,sehidangan,-0.3129139,0.05588893
2443,ijj,0.1519617,1.693996
2444,langsung,-0.12227835,1.2643187
2445,bertemulah,1.4818796,-0.18677163
2446,balatentara,0.7133165,-0.8142401
2447,Mahanaim,-1.0190592,-0.48113987
2448,utusan,0.84125406,1.5433203
2449,selaku,-0.23440817,-0.5581117
2450,suruh,-1.6202775,-0.5831976
2451,gentarnya,-1.1644901,-1.1770399
2452,pasukan,1.0025913,-0.5206328
2453,menempuh,0.21057023,0.7591074
2454,terlepas,-0.019506974,0.0445308
2455,nenekku,-0.24345672,-0.11580202
2456,sedikitpun,-0.26275325,0.2487931
2457,lakukan,0.046387907,-1.3040366e-05
2458,tongkat,0.38218242,-1.7126514
2459,menyerang,1.7446228,0.28532478
2460,Berjalanlah,-0.746236,1.6085147
2461,berjarak,1.3570659,0.46256056
2462,ditanyakannya,0.1511246,-1.715707
2463,kausahut,-0.9486428,-0.6387898
2464,dikirimkannya,-0.87286097,0.9202735
2465,sendiripun,-0.3927608,0.06895817
2466,pesannya,-0.38932082,-1.727123
2467,mengiringkan,-1.6954279,-0.37894484
2468,memadamkan,0.36169267,0.38903603
2469,amarahnya,-1.5536294,-0.7488575
2470,diantar,-0.532508,-0.036738005
2471,mudah,-1.4830997,0.8098689
2472,mudahan,-0.38687453,-0.49230093
2473,dihantar,1.7675864,-0.5064132
2474,perhentiannya,-0.85623455,0.9432987
2475,kesebelas,0.048972208,-0.56476897
2476,menyeberanglah,0.33999738,-0.12059023
2477,pangkalan,-0.4457906,-1.036164
2478,tambang,-1.1279895,-0.18057378
2479,Yabok,-0.8905044,0.8978688
2480,seberang,0.003216812,-0.3236736
2481,Melainkan,-0.2570198,0.25360236
2482,dipegangnyalah,-0.0061339703,0.38247964
2483,Lepaskanlah,-0.003012111,-0.008157959
2484,merekah,-0.7297605,1.1748346
2485,kulepaskan,-1.1819516,-1.1967254
2486,jawabnya,1.360528,0.45964584
2487,Israel,-0.27492505,1.3140138
2488,menang,-1.1561182,0.14502846
2489,bertanya,0.7220306,0.6714685
2490,namaku,-0.20307456,-1.7583249
2491,Peniel,0.5095627,0.025210252
2492,Sudah,-0.64741,1.6546094
2493,nyawaku,-0.008970232,0.38440073
2494,dilaluinya,-0.03711904,-0.27677548
2495,mataharipun,0.33894813,-0.05390233
2496,terbitlah,0.010402971,0.13908012
2497,timpanglah,0.6173195,0.67688274
2498,pahanya,-0.69317925,1.1678858
2499,urat,-1.1093144,-0.38850677
2500,ditaruhnya,0.5147193,0.008589343
2501,hulu,0.8516635,0.33307114
2502,bertangis,-0.31485623,0.42298692
2503,tangisanlah,0.08107726,1.7348704
2504,maunya,-1.6328918,0.51039654
2505,terima,0.74284536,-0.34949997
2506,serasa,-1.6567553,-0.49693158
2507,wajah,-0.5280132,-1.0200878
2508,tuanpun,0.36905962,0.38634583
2509,Terima,0.74156606,-0.3515676
2510,dihantarkan,1.4344152,1.0125581
2511,ajaknya,-0.021358158,0.038572226
2512,Maklumlah,0.03622626,-0.0055176932
2513,lembut,-0.50083077,-1.0292413
2514,dihalau,0.7436792,-1.6180423
2515,berangsur,-0.8279548,0.7239024
2516,angsur,1.2444712,0.35542417
2517,perlahan,-1.5873417,-0.66552573
2518,lahan,1.0676416,1.3491831
2519,tinggalkan,0.4068519,1.6509316
2520,rakyat,0.4653272,-1.1861361
2521,Sukot,0.7274635,-1.1038669
2522,kandang,-1.055235,-1.3852489
2523,sekeping,0.9890165,0.7062649
2524,Hemor,-0.21226713,-0.28066412
2525,situlah,-0.6746788,0.006045692
2526,D,-0.24348304,-0.54724693
2527,digagahinya,-0.52680683,-0.037834495
2528,hatinyapun,-1.6341344,-0.55202585
2529,lekatlah,1.7918792,-0.0846548
2530,membujuk,-0.34088343,0.31587783
2531,bujuk,-0.2114825,-0.80957186
2532,Ambilkanlah,0.28411037,-0.30778188
2533,berbicara,-0.0010581982,-1.3368992
2534,sakit,0.72003555,0.72457945
2535,hatilah,-1.1726574,-1.2128283
2536,berikanlah,0.30333605,1.00568
2537,berbesan,0.017643735,0.13857378
2538,berkelilinglah,-0.48048472,-1.0265334
2539,milik,-1.4093305,0.9485745
2540,kakak,-0.8458291,-1.5222679
2541,kehendaki,0.1868564,0.12821828
2542,Pintalah,0.79199815,1.1259558
2543,tipunya,-0.0042487276,0.86278075
2544,kulup,0.0053270604,0.3906259
2545,kecelaan,-0.21625187,0.5730621
2546,Hanya,-0.7882693,1.590295
2547,seperkara,-0.36680025,0.06926835
2548,sunat,0.032805886,-0.004441689
2549,bertangguh,-0.01381861,0.36132908
2550,mulia,-0.023463998,-0.2784331
2551,bersahabat,-0.10150907,-1.7284598
2552,beridar,1.7726986,0.14016761
2553,idar,-0.44842327,0.5076777
2554,janji,-1.0990752,-0.24292721
2555,dikhatankan,-1.6152219,0.5777984
2556,berkhatan,-0.8644383,-0.73088914
2557,dibenarkanlah,1.2584192,0.6021534
2558,lakipun,1.2863857,1.0793445
2559,penyakit,-0.9113211,0.44775307
2560,pedangnya,-0.033900145,1.7455722
2561,dibunuhnyalah,-0.2827529,0.013919676
2562,menjarah,-0.2644846,0.65846646
2563,rayah,0.591894,-0.12872617
2564,hartanya,1.0061221,-0.022335801
2565,bininyapun,-0.38630834,-0.49210718
2566,ditawaninyalah,0.10861033,-0.76212686
2567,mengharu,-0.8719064,0.9278954
2568,birukan,-0.17673922,-1.1965268
2569,membusukkan,0.08417071,0.12234193
2570,Ferizi,0.015391783,-0.0076879365
2571,bilangannya,0.19286342,0.11653395
2572,dikerahkan,0.8378154,0.26293933
2573,dibinasakannya,0.8199875,0.52875835
2574,Patutkah,0.642794,-1.6500964
2575,sundal,-1.1233602,-0.021745298
2576,mudik,-0.5125128,0.55425173
2577,Buanglah,-0.6586506,-0.37588814
2578,sucikanlah,-1.0850335,-0.2382757
2579,suaraku,-1.168823,0.3830103
2580,kesukaranku,-0.6474269,0.22813794
2581,diberikanlah,-0.55599505,-0.0047856905
2582,telinganya,-1.1861576,-1.1839206
2583,disembunyikan,1.6896063,-0.710764
2584,ketakutan,-1.640664,0.47115114
2585,keliling,-0.23947033,-0.13813664
2586,menyatakan,1.1099541,0.20879878
2587,Debora,0.33750933,-0.061233297
2588,pengasuh,-0.55457383,-1.6645076
2589,Jati,-0.2439795,-0.104151435
2590,datangnya,0.2865468,0.41685382
2591,kebanyakan,0.8246612,0.26445442
2592,kepadamupun,0.023473825,-0.73811007
2593,didirikanlah,-0.24530753,-0.103261575
2594,peringatan,-0.7248836,1.2017108
2595,minuman,1.2370052,0.29506892
2596,Eferata,-1.1529908,-0.17448922
2597,payah,0.319864,-0.17762257
2598,merasai,-0.38806942,0.069723606
2599,bidan,-0.373461,-1.4193138
2600,Benyamin,-0.86181283,0.9379567
2601,Betlehem,0.07210942,-0.45445877
2602,nisan,-0.007365208,0.3856239
2603,keramat,-0.8580332,0.92831254
2604,Edar,-0.8765749,0.9105937
2605,kabarnya,-0.30880743,0.71869385
